1.0,-5.0,0.2297348976135254,2.8195586158438397,0.26122188568115234,2.819416183477755,4.086930274963379,0.02109066662904011,4.513129711151123,0.020178255088224135
1.0,-5.5,0.2551586627960205,2.819525438663106,0.2884690761566162,2.819492383383621,4.504508972167969,0.02111352193613888,5.11738920211792,0.02079440789866648
1.0,-6.0,0.2787971496582031,2.8195167777355765,0.3297538757324219,2.8195061821120153,5.173814296722412,0.021118127109279156,5.772886276245117,0.021013672846208552
1.0,-6.5,0.3042769432067871,2.819514400680463,0.3774242401123047,2.8195096996459292,6.559298515319824,0.021120613350911307,6.7722251415252686,0.021089242728968886
1.0,-7.0,0.330432653427124,2.8195129827929044,0.4205751419067383,2.8195114997185216,7.5287110805511475,0.021121725603265543,8.190844535827637,0.021111772521794737
1.0,-7.5,0.35478639602661133,2.8195125061083646,0.5135576725006104,2.819511797618537,8.696306228637695,0.021122103156104206,9.93542766571045,0.02111918798565217
1.0,-8.0,0.40059804916381836,2.8195123318029456,0.6009078025817871,2.8195121464127677,10.695895433425903,0.021122273762546932,11.652258157730103,0.02112133258144801
1.0,-8.5,0.4876739978790283,2.8195122731279225,0.7025430202484131,2.8195122242153285,13.003752946853638,0.021122313208635262,14.557838678359985,0.021122029719800154
1.0,-9.0,0.5789990425109863,2.8195122546835543,0.8933942317962646,2.8195122361220424,15.915602684020996,0.02112233118109442,18.3635356426239,0.02112224572009921
1.0,-9.5,0.62019944190979,2.8195122484541972,1.0909981727600098,2.8195122435496436,19.31152105331421,0.021122337145607913,22.189677476882935,0.021122309662890654
1.0,-10.0,0.7719440460205078,2.819512246495993,1.3715581893920898,2.8195122449620005,24.306025743484497,0.021122338891804086,27.781895637512207,0.021122330388312634
1.0,-10.5,0.9561464786529541,2.819512245885672,1.6396608352661133,2.8195122454202917,29.663687705993652,0.02112233944489463,34.12871956825256,0.02112233679286525
1.0,-11.0,1.1167590618133545,2.819512245691539,2.0211868286132812,2.81951224554498,37.99632740020752,0.02112233963023664,42.397955894470215,0.02112233881571959
