fact,k_s,pzt,pzm,fnlt,fnlm
1.396589944892877300e-02,7.008218433117603396e+00,6.431799023584711507e-09,6.426354403469493687e-09,-2.645029726796771286e+00,-2.629171577574086704e+00
1.400111000757989915e-02,7.025887419428264558e+00,6.527016012953777054e-09,6.528796426268119302e-09,-2.633255925533232844e+00,-2.621616953758052926e+00
1.403640933841824104e-02,7.043600952449366126e+00,6.637190523115039093e-09,6.632572616165885995e-09,-2.624177338306943774e+00,-2.614143068231320477e+00
1.407179766525454290e-02,7.061359144491223816e+00,6.735314129727635865e-09,6.737697251933488318e-09,-2.618972816403730697e+00,-2.606748741132310698e+00
1.410727521246380768e-02,7.079162108147305510e+00,6.848681438751979851e-09,6.844184365785292747e-09,-2.615988907605624636e+00,-2.599432790957948214e+00
1.414284220498673687e-02,7.097009956294949795e+00,6.958794448919289655e-09,6.952052311893691820e-09,-2.608758066025529399e+00,-2.592194074407108584e+00
1.417849886833114602e-02,7.114902802096079171e+00,7.055248387199864665e-09,7.061311694488445549e-09,-2.603886597199958519e+00,-2.585031464482942187e+00
1.421424542857339414e-02,7.132840758997915920e+00,7.166377122982130257e-09,7.171984471240025773e-09,-2.591740039933815076e+00,-2.577943852201901365e+00
1.425008211235982009e-02,7.150823940733705086e+00,7.283118665234894603e-09,7.284079344978131635e-09,-2.583499334875174025e+00,-2.570930163553559300e+00
1.428600914690818235e-02,7.168852461323433012e+00,7.400767358163939144e-09,7.397619202403075995e-09,-2.579573777974917714e+00,-2.563989320056418553e+00
1.432202676000908677e-02,7.186926435074548536e+00,7.523401003308566322e-09,7.512614582987130246e-09,-2.572154600959708937e+00,-2.557120297079900517e+00
1.435813518002746099e-02,7.205045976582699296e+00,7.622673405089385833e-09,7.629084987187861351e-09,-2.565268609175363146e+00,-2.550322056546858729e+00
1.439433463590396312e-02,7.223211200732439607e+00,7.765594076549745127e-09,7.747046899770394396e-09,-2.557434920813783208e+00,-2.543593602897538108e+00
1.443062535715645620e-02,7.241422222697972089e+00,7.871253697541666811e-09,7.866513617643549747e-09,-2.550145646163985536e+00,-2.536933949491955165e+00
1.446700757388146366e-02,7.259679157943874195e+00,7.997797070122037477e-09,7.987508028531747763e-09,-2.541436255274008182e+00,-2.530342124985934582e+00
1.450348151675562129e-02,7.277982122225830963e+00,8.103498992973180186e-09,8.110039926062160522e-09,-2.534872064888272103e+00,-2.523817187546216978e+00
1.454004741703713958e-02,7.296331231591367761e+00,8.226729094301115498e-09,8.234132784780088944e-09,-2.532183301060414671e+00,-2.517358195871011173e+00
1.457670550656727827e-02,7.314726602380586584e+00,8.372865931034571049e-09,8.359800712129373910e-09,-2.522673077087902005e+00,-2.510964245586542631e+00
1.461345601777180869e-02,7.333168351226905024e+00,8.499573851799958901e-09,8.487060267172142472e-09,-2.514729341204561930e+00,-2.504634436449366675e+00
1.465029918366248657e-02,7.351656595057793453e+00,8.625441372785433154e-09,8.615934215469734677e-09,-2.511131851161909623e+00,-2.498367878524119678e+00
1.468723523783853693e-02,7.370191451095517543e+00,8.739644480960626688e-09,8.746433394456738674e-09,-2.501674991668602743e+00,-2.492163717640152321e+00
1.472426441448812691e-02,7.388773036857881671e+00,8.873539247979497322e-09,8.878582011884488063e-09,-2.495093475298246322e+00,-2.486021094674438547e+00
1.476138694838985757e-02,7.407401470158974988e+00,9.018660356060925710e-09,9.012396213567918143e-09,-2.489289641404429876e+00,-2.479939181462356590e+00
1.479860307491424887e-02,7.426076869109915712e+00,9.154986239130308758e-09,9.147891581917190360e-09,-2.485269650384652973e+00,-2.473917157334269312e+00
1.483591303002522975e-02,7.444799352119602531e+00,9.273742104766958860e-09,9.285093341844949663e-09,-2.477861036901884528e+00,-2.467954210226366296e+00
1.487331705028163177e-02,7.463569037895460667e+00,9.421240682237835980e-09,9.424013977280013793e-09,-2.469243739426314033e+00,-2.462049559261707543e+00
1.491081537283871737e-02,7.482386045444209266e+00,9.575679845074484094e-09,9.564674973645728477e-09,-2.464866106861835160e+00,-2.456202421408045566e+00
1.494840823544963358e-02,7.501250494072592367e+00,9.709726111906083009e-09,9.707098865602551777e-09,-2.460863212537632627e+00,-2.450412031002625390e+00
1.498609587646695940e-02,7.520162503388154285e+00,9.848315400335864639e-09,9.851298484961769637e-09,-2.455087894867848064e+00,-2.444677643420897883e+00
1.502387853484419937e-02,7.539122193299989227e+00,1.000097872104424027e-08,9.997298834774109881e-09,-2.449919454859018408e+00,-2.438998517113432296e+00
1.506175645013730323e-02,7.558129684019505135e+00,1.014313251516029110e-08,1.014511998559943344e-08,-2.443758489416024915e+00,-2.433373924505750185e+00
1.509972986250618723e-02,7.577185096061183067e+00,1.030418311255217756e-08,1.029477657955420999e-08,-2.435409854030478272e+00,-2.427803169811014072e+00
1.513779901271625206e-02,7.596288550243346371e+00,1.044125394788021870e-08,1.044629512866654083e-08,-2.430401088612542004e+00,-2.422285534637675930e+00
1.517596414213991454e-02,7.615440167688919182e+00,1.060750564080557830e-08,1.059969481718827474e-08,-2.422411095775278245e+00,-2.416820339624049740e+00
1.521422549275812906e-02,7.634640069826200914e+00,1.075845421252777973e-08,1.075499176763933130e-08,-2.424234657702591278e+00,-2.411406908424794437e+00
1.525258330716193489e-02,7.653888378389633651e+00,1.091398807947775538e-08,1.091221304545582999e-08,-2.415532930564372904e+00,-2.406044573519498631e+00
1.529103782855398275e-02,7.673185215420573080e+00,1.108213825744251932e-08,1.107137858625321470e-08,-2.412057339558449698e+00,-2.400732676318220626e+00
1.532958930075008219e-02,7.692530703268063874e+00,1.122312180914680746e-08,1.123250499476499370e-08,-2.400735830465109188e+00,-2.395470597741312879e+00
1.536823796818074725e-02,7.711924964589614184e+00,1.142441320791927130e-08,1.139561943082810595e-08,-2.395709635475511412e+00,-2.390257681296126702e+00
1.540698407589273511e-02,7.731368122351969241e+00,1.155263488829637574e-08,1.156074396209877579e-08,-2.391065846204802448e+00,-2.385093313029366335e+00
1.544582786955063687e-02,7.750860299831909828e+00,1.174198169695571659e-08,1.172789523467472029e-08,-2.389599470169355477e+00,-2.379976884257242187e+00
1.548476959543838329e-02,7.770401620617006344e+00,1.189693082452106288e-08,1.189709939239542176e-08,-2.380490390336588824e+00,-2.374907796207056609e+00
1.552380950046084070e-02,7.789992208606419943e+00,1.205265121381709768e-08,1.206838178552057416e-08,-2.375847077293411935e+00,-2.369885446793405848e+00
1.556294783214536535e-02,7.809632188011684129e+00,1.224413358220274745e-08,1.224175984476251743e-08,-2.372339042191340841e+00,-2.364909267500141077e+00
1.560218483864337508e-02,7.829321683357492567e+00,1.238670536716322005e-08,1.241725706269901540e-08,-2.365770574542962468e+00,-2.359978684825428275e+00
1.564152076873192437e-02,7.849060819482487794e+00,1.258595615329629266e-08,1.259490173437400789e-08,-2.362129433628652908e+00,-2.355093126961805616e+00
1.568095587181527611e-02,7.868849721540051689e+00,1.277401117358996372e-08,1.277471467085456934e-08,-2.356219776560748436e+00,-2.350252046319323718e+00
1.572049039792649053e-02,7.888688514999103063e+00,1.294650490852185065e-08,1.295671601683739565e-08,-2.351182433492926105e+00,-2.345454903483585873e+00
1.576012459772900554e-02,7.908577325644890799e+00,1.314386356636958217e-08,1.314093381403297723e-08,-2.347156785935752943e+00,-2.340701156984061893e+00
1.579985872251822229e-02,7.928516279579786996e+00,1.331246050228274212e-08,1.332739458598017623e-08,-2.342978494801439382e+00,-2.335990276802255572e+00
1.583969302422310807e-02,7.948505503224094326e+00,1.352132230122229264e-08,1.351611854875231448e-08,-2.337226730401166908e+00,-2.331321749698645363e+00
1.587962775540778873e-02,7.968545123316844503e+00,1.373714870728563175e-08,1.370712930386794264e-08,-2.333269894963663660e+00,-2.326695064138202707e+00
1.591966316927314815e-02,7.988635266916598532e+00,1.389489406570257784e-08,1.390045623064185219e-08,-2.330771730512657847e+00,-2.322109717445418831e+00
1.595979951965842414e-02,8.008776061402249624e+00,1.408773770498217261e-08,1.409612538874629667e-08,-2.327427713609909077e+00,-2.317565208402039723e+00
1.600003706104286341e-02,8.028967634473858084e+00,1.431200875533236988e-08,1.429415832019510642e-08,-2.319410602840899838e+00,-2.313061059177251355e+00
1.604037604854726198e-02,8.049210114153410700e+00,1.450375320472364578e-08,1.449458019854171394e-08,-2.315819549245552000e+00,-2.308596787882918555e+00
1.608081673793564439e-02,8.069503628785680505e+00,1.468904460472927548e-08,1.469742093160573842e-08,-2.311115975876151474e+00,-2.304171922518234439e+00
1.612135938561685272e-02,8.089848307039012809e+00,1.489502968422681541e-08,1.490270802385702118e-08,-2.306364046821554492e+00,-2.299785993729170919e+00
1.616200424864618415e-02,8.110244277906147659e+00,1.511907950343486265e-08,1.511046488847286621e-08,-2.300552688789154754e+00,-2.295438552088563622e+00
1.620275158472702509e-02,8.130691670705047613e+00,1.530546949543241074e-08,1.532071675340085404e-08,-2.297877207058243165e+00,-2.291129139125449576e+00
1.624360165221246793e-02,8.151190615079700663e+00,1.552066601406504484e-08,1.553349347646191162e-08,-2.295225978971149772e+00,-2.286857321780489283e+00
1.628455471010696945e-02,8.171741241000953337e+00,1.575351118718115857e-08,1.574882501157165598e-08,-2.291176495099651600e+00,-2.282622651123233037e+00
1.632561101806797796e-02,8.192343678767334936e+00,1.598194695733104624e-08,1.596673776965249937e-08,-2.286409651680438859e+00,-2.278424703159735110e+00
1.636677083640758826e-02,8.212998059005878204e+00,1.617644676882195356e-08,1.618725707575089811e-08,-2.280834267040627861e+00,-2.274263056043910769e+00
1.640803442609418614e-02,8.233704512672948894e+00,1.638839620322330263e-08,1.641041130123141695e-08,-2.277189179967204158e+00,-2.270137291155947867e+00
1.644940204875410678e-02,8.254463171055080650e+00,1.664181697886180539e-08,1.663623167214019660e-08,-2.273073253009637362e+00,-2.266046998569037463e+00
1.649087396667329314e-02,8.275274165769801016e+00,1.687021467307785729e-08,1.686474870877811356e-08,-2.268840845100892789e+00,-2.261991769681336084e+00
1.653245044279896478e-02,8.296137628766476979e+00,1.709410938515609754e-08,1.709599045222324390e-08,-2.262736521358771569e+00,-2.257971206700982947e+00
1.657413174074125542e-02,8.317053692327124992e+00,1.734416718008356875e-08,1.732998434003954218e-08,-2.259975756638757272e+00,-2.253984919757434202e+00
1.661591812477494767e-02,8.338022489067295595e+00,1.756264940936288109e-08,1.756675984511312426e-08,-2.253448429930307029e+00,-2.250032520295517369e+00
1.665780985984107593e-02,8.359044151936867451e+00,1.778821455603795684e-08,1.780634881810104390e-08,-2.250885533135340122e+00,-2.246113629425095404e+00
1.669980721154864720e-02,8.380118814220914203e+00,1.802344736632618434e-08,1.804878352436764946e-08,-2.247242499601256771e+00,-2.242227866583004214e+00
1.674191044617632032e-02,8.401246609540546473e+00,1.828622975986688038e-08,1.829409495201001040e-08,-2.244331473953523837e+00,-2.238374863115374147e+00
1.678411983067408866e-02,8.422427671853759179e+00,1.855027099816771987e-08,1.854231294402266505e-08,-2.238661366235021433e+00,-2.234554254257830941e+00
1.682643563266497666e-02,8.443662135456275308e+00,1.879269604453490189e-08,1.879346766139311190e-08,-2.235762045860610225e+00,-2.230765682232534353e+00
1.686885812044672597e-02,8.464950134982405672e+00,1.904469254123958481e-08,1.904759076149458845e-08,-2.232940968528166703e+00,-2.227008791487875339e+00
1.691138756299351981e-02,8.486291805405896227e+00,1.931149638749759129e-08,1.930471543025856633e-08,-2.227901346023866580e+00,-2.223283234782803319e+00
1.695402422995766559e-02,8.507687282040789611e+00,1.954455505755362998e-08,1.956487540959724740e-08,-2.223268361893416589e+00,-2.219588666702295487e+00
1.699676839167131234e-02,8.529136700542274241e+00,1.982070189437800596e-08,1.982810411650794657e-08,-2.219440250612838561e+00,-2.215924745372971572e+00
1.703962031914817155e-02,8.550640196907558277e+00,2.012003512537935416e-08,2.009443439826920130e-08,-2.217432440725966458e+00,-2.212291136006617975e+00
1.708258028408521714e-02,8.572197907476709844e+00,2.036988824690823515e-08,2.036389894639851810e-08,-2.214214454807333254e+00,-2.208687511994186448e+00
1.712564855886443416e-02,8.593809968933548760e+00,2.063409747354086554e-08,2.063653093100170609e-08,-2.210332055073228386e+00,-2.205113548205634544e+00
1.716882541655451178e-02,8.615476518306486753e+00,2.090650425487752160e-08,2.091236437620985804e-08,-2.205901981749143648e+00,-2.201568923233670372e+00
1.721211113091263012e-02,8.637197692969426299e+00,2.119653906686215351e-08,2.119143424074974964e-08,-2.203753682346521803e+00,-2.198053321792555082e+00
1.725550597638613251e-02,8.658973630642599062e+00,2.147425152091655883e-08,2.147377610040227846e-08,-2.198543407509112591e+00,-2.194566433063868782e+00
1.729901022811429490e-02,8.680804469393459399e+00,2.174105300176001828e-08,2.175942585306188257e-08,-2.195454987953531667e+00,-2.191107949477801409e+00
1.734262416193007791e-02,8.702690347637556556e+00,2.203201673611697736e-08,2.204841950816794832e-08,-2.193204257701136140e+00,-2.187677564731585367e+00
1.738634805436186162e-02,8.724631404139405078e+00,2.233363506812262425e-08,2.234079314714572139e-08,-2.188518038464255966e+00,-2.184274984726118252e+00
1.743018218263520797e-02,8.746627778013374765e+00,2.264302891668983192e-08,2.263658301463469998e-08,-2.186594717475341731e+00,-2.180899910185457369e+00
1.747412682467461287e-02,8.768679608724566421e+00,2.291571926027723491e-08,2.293582565874932017e-08,-2.182517042794230200e+00,-2.177552053767738638e+00
1.751818225910526869e-02,8.790787036089698248e+00,2.325492693687817701e-08,2.323855805502655762e-08,-2.179857647006533394e+00,-2.174231128637448052e+00
1.756234876525483712e-02,8.812950200277992252e+00,2.353287015483079482e-08,2.354481767633818742e-08,-2.173636423282433228e+00,-2.170936852058368505e+00
1.760662662315520821e-02,8.835169241812058871e+00,2.383310702382388038e-08,2.385464252215882301e-08,-2.172033229553671063e+00,-2.167668943840646900e+00
1.765101611354429056e-02,8.857444301568795808e+00,2.417742222206595700e-08,2.416807101147552748e-08,-2.168446714759436844e+00,-2.164427134279003351e+00
1.769551751786777732e-02,8.879775520780272657e+00,2.448378660991399543e-08,2.448514212590438628e-08,-2.166695158268933330e+00,-2.161211145431559455e+00
1.774013111828093986e-02,8.902163041034633295e+00,2.481252544802711171e-08,2.480589519752572106e-08,-2.162406299250131170e+00,-2.158020713024949355e+00
1.778485719765041453e-02,8.924607004276992939e+00,2.514118250198316572e-08,2.513036996681201781e-08,-2.159524109306633299e+00,-2.154855572747205628e+00
1.782969603955598600e-02,8.947107552810326325e+00,2.543188712848267839e-08,2.545860656154239821e-08,-2.155869000188464835e+00,-2.151715464010104828e+00
1.787464792829242602e-02,8.969664829296398523e+00,2.579295668671174961e-08,2.579064549711495643e-08,-2.154137315971972555e+00,-2.148600129665995340e+00
1.791971314887122815e-02,8.992278976756631792e+00,2.612993092921087337e-08,2.612652768440900827e-08,-2.148737181265017782e+00,-2.145509316107630848e+00
1.796489198702247436e-02,9.014950138573043503e+00,2.646116425739917500e-08,2.646629444106064815e-08,-2.146857801777062758e+00,-2.142442773034657133e+00
1.801018472919660787e-02,9.037678458489134314e+00,2.681892745355160022e-08,2.680998750339618275e-08,-2.142870727775824324e+00,-2.139400253431547050e+00
1.805559166256627546e-02,9.060464080610811877e+00,2.714583598317887297e-08,2.715764903756850658e-08,-2.139942214013382138e+00,-2.136381514069325860e+00
1.810111307502813849e-02,9.083307149407303882e+00,2.750924345305902380e-08,2.750932164838466763e-08,-2.135204440047769214e+00,-2.133386313607149365e+00
1.814674925520469093e-02,9.106207809712067558e+00,2.787144473504136561e-08,2.786504838701899898e-08,-2.133221924915599921e+00,-2.130414415460015309e+00
1.819250049244610506e-02,9.129166206723711596e+00,2.824828977759819436e-08,2.822487275803563407e-08,-2.130068825310277081e+00,-2.127465584835795287e+00
1.823836707683205299e-02,9.152182486006919859e+00,2.859967183443852257e-08,2.858883872388443517e-08,-2.127852262315965248e+00,-2.124539591123696614e+00
1.828434929917354540e-02,9.175256793493364427e+00,2.895490081629295503e-08,2.895699071141555353e-08,-2.126599929750704554e+00,-2.121636206078706621e+00
1.833044745101478426e-02,9.198389275482643512e+00,2.933366201019306672e-08,2.932937361569326472e-08,-2.121072780062839946e+00,-2.118755203951784960e+00
1.837666182463501552e-02,9.221580078643205169e+00,2.966519908297641145e-08,2.970603280537297018e-08,-2.118214603799114748e+00,-2.115896362954918786e+00
1.842299271305035749e-02,9.244829350013263891e+00,3.007793978063439532e-08,3.008701412676195589e-08,-2.116935751878708860e+00,-2.113059462899891994e+00
1.846944041001568129e-02,9.268137237001754514e+00,3.050550051730289449e-08,3.047236390604550412e-08,-2.112577040701718811e+00,-2.110244287993617185e+00
1.851600521002648436e-02,9.291503887389257699e+00,3.086576263179213131e-08,3.086212895039821393e-08,-2.110481585843176244e+00,-2.107450623833089232e+00
1.856268740832071537e-02,9.314929449328927191e+00,3.123987225688246062e-08,3.125635654747799821e-08,-2.108263840897719454e+00,-2.104678259373076177e+00
1.860948730088068589e-02,9.338414071347443723e+00,3.163891924837060095e-08,3.165509446042705737e-08,-2.104730976902129402e+00,-2.101926986134023956e+00
1.865640518443492310e-02,9.361957902345947602e+00,3.204887255840204031e-08,3.205839092234261368e-08,-2.102629622917779884e+00,-2.099196598272311753e+00
1.870344135646007100e-02,9.385561091600989059e+00,3.249758348248928339e-08,3.246629463007411551e-08,-2.100299979013482421e+00,-2.096486892635184951e+00
1.875059611518276048e-02,9.409223788765467944e+00,3.285984831398719473e-08,3.287885474498695659e-08,-2.096436776459086992e+00,-2.093797668840676085e+00
1.879786975958150017e-02,9.432946143869585853e+00,3.328315025911397201e-08,3.329612090402145732e-08,-2.094741466880305492e+00,-2.091128726924514236e+00
1.884526258938858806e-02,9.456728307321801807e+00,3.371806881139025718e-08,3.371814323345975743e-08,-2.092065628283786172e+00,-2.088479873122312647e+00
1.889277490509199547e-02,9.480570429909779051e+00,3.412440414447390146e-08,3.414497241652268474e-08,-2.090702737891385166e+00,-2.085850914637421560e+00
1.894040700793727869e-02,9.504472662801342508e+00,3.452143615658475583e-08,3.457665976929265347e-08,-2.085394362515502031e+00,-2.083241657709913319e+00
1.898815919992949061e-02,9.528435157545443346e+00,3.498338525258351422e-08,3.501325727944045388e-08,-2.083419271934452421e+00,-2.080651915644541106e+00
1.903603178383509592e-02,9.552458066073112875e+00,3.546695453742942933e-08,3.545481766267882701e-08,-2.080739753908907197e+00,-2.078081501889476712e+00
1.908402506318387579e-02,9.576541540698420008e+00,3.587126143443876947e-08,3.590139432425336896e-08,-2.079135693258455486e+00,-2.075530230196858117e+00
1.913213934227088117e-02,9.600685734119458914e+00,3.632701775190078479e-08,3.635304122665735893e-08,-2.075395736983898232e+00,-2.072997921735099336e+00
1.918037492615832368e-02,9.624890799419288712e+00,3.676533013940900825e-08,3.680981267386832708e-08,-2.073799903635382247e+00,-2.070484395359092122e+00
1.922873212067757048e-02,9.649156890066935333e+00,3.728868779961012694e-08,3.727176310136600615e-08,-2.071071459701424367e+00,-2.067989474159729113e+00
1.927721123243101090e-02,9.673484159918336545e+00,3.776176277006765037e-08,3.773894701506813144e-08,-2.069136729533954444e+00,-2.065512984516513662e+00
1.932581256879404435e-02,9.697872763217331382e+00,3.819254138925444011e-08,3.821141924005189183e-08,-2.066294085200275799e+00,-2.063054750427458561e+00
1.937453643791701638e-02,9.722322854596630037e+00,3.864371576600668570e-08,3.868923533390750356e-08,-2.062535091702280887e+00,-2.060614608552702620e+00
1.942338314872718227e-02,9.746834589078810396e+00,3.914815850882697679e-08,3.917245238012665517e-08,-2.060417887962528560e+00,-2.058192381271167104e+00
1.947235301093065002e-02,9.771408122077280822e+00,3.963067915964489826e-08,3.966112898034150185e-08,-2.058265969300459020e+00,-2.055787905058515275e+00
1.952144633501436480e-02,9.796043609397283802e+00,4.014916671721607990e-08,4.015532481754533679e-08,-2.056383675457188254e+00,-2.053401010250239800e+00
1.957066343224805188e-02,9.820741207236864057e+00,4.062813518517012234e-08,4.065509948529055095e-08,-2.053888454768743266e+00,-2.051031540688434962e+00
1.962000461468621504e-02,9.845501072187881064e+00,4.113218180188863436e-08,4.116051152212849941e-08,-2.050325735159900020e+00,-2.048679331710419493e+00
1.966947019517009676e-02,9.870323361236982507e+00,4.166781431938529363e-08,4.167161870220701721e-08,-2.048021627919046406e+00,-2.046344229155014016e+00
1.971906048732966973e-02,9.895208231766611462e+00,4.221035687051978761e-08,4.218847974981252138e-08,-2.045732044073318434e+00,-2.044026069419110136e+00
1.976877580558563177e-02,9.920155841556002940e+00,4.270077394579212850e-08,4.271115644493557562e-08,-2.045103115921981463e+00,-2.041724701373184292e+00
1.981861646515137992e-02,9.945166348782173316e+00,4.326001827212666278e-08,4.323971344666012680e-08,-2.041899540997382800e+00,-2.039439967353472216e+00
1.986858278203502276e-02,9.970239912020938178e+00,4.377712829427570011e-08,4.377421558832487637e-08,-2.038369669640355042e+00,-2.037171717778919255e+00
1.991867507304140306e-02,9.995376690247915974e+00,4.427615735583820958e-08,4.431472486884985060e-08,-2.037692233260421926e+00,-2.034919802930133415e+00
1.996889365577406497e-02,1.002057684283952632e+01,4.482849903383436022e-08,4.486130113697360574e-08,-2.036041394032213958e+00,-2.032684075974708904e+00
2.001923884863729061e-02,1.004584052957400253e+01,4.539926152479225473e-08,4.541400675154082925e-08,-2.032692057318301604e+00,-2.030464391788552092e+00
2.006971097083812272e-02,1.007116791063240946e+01,4.593781327948513914e-08,4.597290989385721138e-08,-2.029213251667971729e+00,-2.028260599935753028e+00
2.012031034238837696e-02,1.009655914659966136e+01,4.648466339949044111e-08,4.653808093670492591e-08,-2.028352526735834438e+00,-2.026072558972822790e+00
2.017103728410668539e-02,1.012201439846553441e+01,4.709836791736721192e-08,4.710958565195487338e-08,-2.023644879646525396e+00,-2.023900127947679373e+00
2.022189211762050881e-02,1.014753382762568279e+01,4.770889729230119440e-08,4.768748535431219559e-08,-2.024833403942934762e+00,-2.021743169547544294e+00
2.027287516536820447e-02,1.017311759588267961e+01,4.826918633233607681e-08,4.827184575984049132e-08,-2.021660343790142367e+00,-2.019601546375095147e+00
2.032398675060104187e-02,1.019876586544702235e+01,4.885309503181487641e-08,4.886274126587775165e-08,-2.020768354341180739e+00,-2.017475113588283797e+00
2.037522719738527402e-02,1.022447879893817557e+01,4.944551277936730483e-08,4.946024553963486663e-08,-2.017686450480958626e+00,-2.015363741842115086e+00
2.042659683060417744e-02,1.025025655938559410e+01,5.011429695512269891e-08,5.006442300114158535e-08,-2.015661728726291457e+00,-2.013267297937115341e+00
2.047809597596012346e-02,1.027609931022976042e+01,5.064363026182562102e-08,5.067533809684975780e-08,-2.014095017693929623e+00,-2.011185652607173413e+00
2.052972495997663210e-02,1.030200721532321850e+01,5.130313085192806443e-08,5.129306786549627991e-08,-2.010497451147304382e+00,-2.009118667143420911e+00
2.058148411000044684e-02,1.032798043893161477e+01,5.190924582290848987e-08,5.191769163030348684e-08,-2.008843256506052999e+00,-2.007066215060203884e+00
2.063337375420363357e-02,1.035401914573474613e+01,5.261158591978561785e-08,5.254927577173929644e-08,-2.006944432578834370e+00,-2.005028172435230349e+00
2.068539422158561375e-02,1.038012350082759028e+01,5.321684452937987154e-08,5.318788650737506766e-08,-2.005576510619640374e+00,-2.003004414205154848e+00
2.073754584197528075e-02,1.040629366972135728e+01,5.385676993836199137e-08,5.383360687114944200e-08,-2.002483728571965660e+00,-2.000994807493399197e+00
2.078982894603309539e-02,1.043252981834454296e+01,5.448710506166233810e-08,5.448651801422315425e-08,-2.000746501598289484e+00,-1.998999231842412128e+00
2.084224386525316067e-02,1.045883211304398053e+01,5.511246534526435067e-08,5.514668437702930298e-08,-2.000119510046412863e+00,-1.997017570970516687e+00
2.089479093196535200e-02,1.048520072058589570e+01,5.584106979211732210e-08,5.581418072285003301e-08,-1.995757096084640692e+00,-1.995049698712293873e+00
2.094747047933739198e-02,1.051163580815695298e+01,5.648139439811363908e-08,5.648909810762484861e-08,-1.994579960786350581e+00,-1.993095493201762380e+00
2.100028284137698750e-02,1.053813754336533393e+01,5.719237579893442351e-08,5.717150956905341291e-08,-1.993424780580089317e+00,-1.991154841806346942e+00
2.105322835293394618e-02,1.056470609424178875e+01,5.785901991460113430e-08,5.786148277211544325e-08,-1.989831752226294492e+00,-1.989227630038295613e+00
2.110630734970227879e-02,1.059134162924070033e+01,5.855499624105917369e-08,5.855911130393063575e-08,-1.989849814909137038e+00,-1.987313731436850306e+00
2.115952016822234688e-02,1.061804431724115538e+01,5.924728816671888134e-08,5.926447790465795888e-08,-1.986262857448322761e+00,-1.985413040672344254e+00
2.121286714588299649e-02,1.064481432754802093e+01,6.000653943428317349e-08,5.997764790365671541e-08,-1.985422272616920392e+00,-1.983525444151436057e+00
2.126634862092368489e-02,1.067165182989300831e+01,6.065795415611673995e-08,6.069871620944370132e-08,-1.983005140032783720e+00,-1.981650824072449302e+00
2.131996493243663859e-02,1.069855699443575325e+01,6.142239323525474737e-08,6.142777143772774327e-08,-1.980801685515616528e+00,-1.979789075302332169e+00
2.137371642036898015e-02,1.072552999176488875e+01,6.224532278365488745e-08,6.216487910033166035e-08,-1.979741212860320232e+00,-1.977940089659451006e+00
2.142760342552493119e-02,1.075257099289914819e+01,6.291535063397389643e-08,6.291013887960288261e-08,-1.978330758461572136e+00,-1.976103751107860074e+00
2.148162628956792192e-02,1.077968016928842410e+01,6.367054371955611468e-08,6.366363939336994329e-08,-1.975526877331068798e+00,-1.974279958864089801e+00
2.153578535502277333e-02,1.080685769281486053e+01,6.439210616461484386e-08,6.442544884464171374e-08,-1.974326888855641782e+00,-1.972468609823928798e+00
2.159008096527788301e-02,1.083410373579395447e+01,6.521203989076724131e-08,6.519567558680179013e-08,-1.972359006648152002e+00,-1.970669589327260329e+00
2.164451346458739350e-02,1.086141847097564295e+01,6.600060708276456898e-08,6.597440011560430153e-08,-1.969459808669120404e+00,-1.968882803192432140e+00
2.169908319807336422e-02,1.088880207154538837e+01,6.677390740902886813e-08,6.676170179132033438e-08,-1.968784044489290785e+00,-1.967108145274625741e+00
2.175379051172798492e-02,1.091625471112529588e+01,6.755988596765833739e-08,6.755769375542866327e-08,-1.965900464086368649e+00,-1.965345509211143593e+00
2.180863575241574412e-02,1.094377656377519514e+01,6.832281987087063909e-08,6.836244417721216636e-08,-1.964863220532327981e+00,-1.963594805843234425e+00
2.186361926787563567e-02,1.097136780399375233e+01,6.914993457140252936e-08,6.917605761296067811e-08,-1.962794396837591382e+00,-1.961855922586160039e+00
2.191874140672337573e-02,1.099902860671958216e+01,6.998689296708545004e-08,6.999863145191586228e-08,-1.960913546556824816e+00,-1.960128769643595614e+00
2.197400251845359892e-02,1.102675914733234741e+01,7.081537694558627944e-08,7.083024098076126823e-08,-1.959455950099001198e+00,-1.958413249612658724e+00
2.202940295344207877e-02,1.105455960165387630e+01,7.167835802543244546e-08,7.167100838509569069e-08,-1.958368943630039549e+00,-1.956709259713451665e+00
2.208494306294794818e-02,1.108243014594927089e+01,7.249635019483546005e-08,7.252100308441612638e-08,-1.956231978960892848e+00,-1.955016715568071994e+00
2.214062319911592330e-02,1.111037095692803156e+01,7.337548859652934917e-08,7.338034161303141892e-08,-1.955503113779154090e+00,-1.953335509296739270e+00
2.219644371497856219e-02,1.113838221174518495e+01,7.423284382218724743e-08,7.424911427741360876e-08,-1.953207648699700760e+00,-1.951665560469242777e+00
2.225240496445846095e-02,1.116646408800238532e+01,7.514609028968085968e-08,7.512741549003987863e-08,-1.951235458619586138e+00,-1.950006766838726202e+00
2.230850730237052618e-02,1.119461676374905856e+01,7.600730903930695716e-08,7.601536137824213445e-08,-1.951119610813660143e+00,-1.948359041320386842e+00
2.236475108442420590e-02,1.122284041748351768e+01,7.689836327075397374e-08,7.691302879156764588e-08,-1.948260720908927546e+00,-1.946722294878281856e+00
